,Author,Text
461,Nightwing32193,"Gideon lets out a short, pointed laugh and pushes past the elf ""You know nothing, elf."""
462,BeefyChickens,"Demryon puts his hand on Gideon's shoulder as he pushes past ""Stop being an arse, you don't even know how to use it properly"""
463,Nightwing32193,"Gideon sighs deeply and stares off into the distance, not acknowledging Demryon in any way at all, he stands for a few seconds before speaking, his voice cold, grating, void of any sort of friendly tone, ""Get your hand off me. I was the one who killed him, as far as it concerns me, you can fvck right off."" "
464,BeefyChickens,"""Man, daft and stubborn. Or is it that you fantasize having such skill as I do...? I'd invite you to try."" Demryon chuckles."
465,Nightwing32193,"Gideon rolls his eyes, ""What's our target then?"""
466,BeefyChickens,"""Alright, you'd like a bit of a competition, I'm always game. Let's just pick... well any of these trees that surround us, and have our shot then. Five shots each sound fair to you? Oh, and if you'd be so kind as to let me use that bow."""
467,Graehamkracker,"Bendron cares little for their antics. He heads back towards the dead insect and sees if he can bottle some of that acid, or of the beasts chitin might be useful."
468,Nightwing32193,"""Wait, fvck, i still have two arrows in me. Give me a second."" Gideon hands the bow to Demryon and attempts to patch himself up."
469,ButcherDawg,Seamus casts a spell on Gideon.Cast Lite Spell (1d8)5
470,BeefyChickens,Demryon inspects the bow.
471,RealZachKraus,"Chadwick groans, ""Oh come here you big baby. I know if I didn't do this you'd find a way to blame losing on it."" He walks over to Gideon and lays his hands on him."
472,Dragodar,"As Seamus heals Gideon's wounds, Demryon carefully inspects the bow and Bendron enters the beginning of the tunnel, which is actually quite close to the corpse of the dead man.In the tunnel, Bendron finds Chadwick's sunrod still lying on the ground, illuminating the area around the huge insect, which has stopped twitching. It's ooze is seeping out of it and Bendron is able, with great care, to collect it in his empty bottles.How much do you collect? All 3 bottles worth?You are currently at 36/45 HP.As you pick up the bow, you feel a deep hum from it when it touches your hand. It seems to vibrate for half an instant when you first grasp it, and is ever so slightly warm to the touch. The craftsmanship is flawless, and the grip fits your hand perfectly. It feels weightless and almost like an extension of your very arm. This bow seems to speak to you with a wordless whisper only you can hear."
473,Nightwing32193,"Gideon whispers to Chad,""I know, thank you brother. And yes, yes thats exactly what i woulda done. You think he's as good as he lets on?"""
474,ButcherDawg,"""Who else needs me to kiss their boo-boos?"""
475,BeefyChickens,"""Strange... I've never seen a bow more perfect. It's as if I was meant to own it. Let's get on with then Gideon... and if you would Seamus, I would appreciate."""
476,RealZachKraus,"""Eh, he probably is....either way you know you can't trust those pointy eared fvcks"""
477,Graehamkracker,"Bendron comes back out of the tunnel, stowing the bottles back in his pack. He sits down where he can watch the contest, and sets to cleaning and honing his halberd."
478,Nightwing32193,"Gideon stands up and nods to Demryon then looks back to Chadwick, ""Fvckin right, brother. Alright lets do this. Pick a tree."""
479,Dragodar,"Bendron soon returns from the tunnel to find Gideon and Demryon arguing over the bow. The two of them square up, choose a tree, and alternate taking shots at a small fist-size circle that Bendron cuts into the bark.(1d20+6)15(1d20+6)16(1d20+6)24(1d20+6)15(1d20+6)14<u>Total: 84(1d20+9)18(1d20+9)15(1d20+9)28(1d20+9)24(1d20+9)24<u>Total: 109Though Gideon's archery is impressive, Demryon far outstrips him in accuracy. Demryon's arrows are clustered closer together, and are, on average, closer to the target circle. Despite Gideon's good showing, Demryon is clearly the winner."
480,ButcherDawg,Search body for loot!
481,Nightwing32193,"Gideon extends his hand, ""Well now, impressive. Keep the bow, but can i buy your old one and some arrows?"""
482,BeefyChickens,"""I must say I'm impressed Gideon. You can have my old bow, but I'll take your coin for the arrows."""
483,RealZachKraus,"Chadwick looks at the body while shaking his head. ""Sh!t's probably cursed. Not so sure you wanna be fighting over it yet. Let me check it out, specifically that amulet..."" He kneels and says a few prayers. hi luke you still comin over"
484,Nightwing32193,"""I'm sure I would have beaten you on horseback. Thank you for the bow. How much for the arrows?"""
485,BeefyChickens,"""Seamus, would you PLEASE help with this awful acid burn! And that would depend on how many you might be asking for, and we'll have to test that some day Gideon"""
486,Dragodar,"Checking the body, the party finds it to be rife with valuables. The black cloak seems to be of a fine soft material, but rather mundane. The man is also wearing studded leather armor; it is sturdy and in good shape but seems to be of average make. The cloth quiver is a standard one, filled with thirty six arrows of average craftsmanship. The amulet around his neck appears valuable at the very least, though something about it says that it is more than just a shiny necklace. The backpack appears at first glance to be empty. When they lift it, it seems to weigh no more than five pounds at the most, but looking inside, they are met with quite a surprise.When they dump the pack, its contents amount to far more than could logically have fit in the bag. First a huge sack of coins falls out with a loud jingle; the sack is almost as large as the backpack itself. After that, a long dagger and a short sword, both of mediocre quality. Following the weapons, a slender, extensible spyglass and a thick coil of sturdy hemp rope. On top of these, a cascade of trail ration packs, numbering about fifteen, spill out onto the ever growing pile. Finally, a heavy but small cloth pouch falls out and lands on top of the mess with a quiet thud. All together, the contents of the bag are far more than could ever have physically fit in it."
487,ButcherDawg,"""Dibs on the bag and the amulet!"""
488,BeefyChickens,"Demryon grabs quickly grabs a dozen arrows from the dead mans quiver and hands the rest to Gideon ""Spare me your coin and take these instead."""
489,ButcherDawg,"Seamus cheerfully runs to Demyron and inspects the acid burn. In a second, his pleased look falls to a disgusted scowl.""This looks gross. I would say worse, even.""roll1d8/roll"
490,BeefyChickens,"""Feels worse than it looks lad! But I'm very thankful for yeh Seamus."" Demryon says with a warm smile"
491,Graehamkracker,"Bendron joins Chadwick in inspecting the amulet, and starts to carefully unwrap the cloth pouch."
492,Dragodar,"(1d8)3 +4Demryon feels the sting of his wounds abate as Seamus heals him. You are currently at 23/31 HP.Bendron and Chadwick stand together, heads bowed low over the amulet as they run it over in their hands and inspect it carefully. It glistens even in the dim light and has a beautiful and mysterious appearance to it. The engravings on it are almost unbelievably fine. Lines thinner than a needle point curve and intertwine upon its surface, forming complex patterns of flourishes and fractals. Neither onlooker can tell what it is or what it does, however.Bendron unwraps the small pouch and finds inside a collection of small curios. Inside the pouch are three milky white pearls, a gold ring studded all around with tiny diamonds, and a walnut sized figurine of a bonsai tree made out of jade and intricately carved with painstaking attention to detail. These items appear very valuable even to the untrained eye.Casting Detect Evil over the corpse, you feel no evil aura. It seems these magic items do not harbor any ill power. It is likely that this man was simply a street bandit who had trained his foul beast to help him rob travelers, and these items were his ill gotten gains. The amulet appears harmless, though undoubtedly magical."
493,Graehamkracker,"""Hm. Looks like a bunch of trinkets. Anyone opposed to hanging on to this amulet until we can see what it is, and then selling the trinkets and splitting the coin at the next town?"""
